Gender,Age,Height,Weight,BMI,Weight Category,Recommended Supplements,Recommended Exercises,Exercise Instructions,Activity Level
Other,55,150,49,21.8,Normal weight,Omega-3,Strength training,Do 30 minutes of cardio daily.,Sedentary
Male,33,184,62,18.3,Underweight,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Other,19,181,82,25,Overweight,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Lightly active
Male,57,185,81,23.7,Normal weight,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,34,162,108,41.2,Obesity,Protein,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Other,51,155,54,22.5,Normal weight,Protein,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Other,59,163,86,32.4,Obesity,Vitamin D,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Other,33,186,92,26.6,Overweight,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Other,55,197,88,22.7,Normal weight,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Very active
Female,19,164,60,22.3,Normal weight,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Other,19,196,98,25.5,Overweight,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Female,43,153,79,33.7,Obesity,Vitamin D,Strength training,Do 30 minutes of cardio daily.,Sedentary
Female,30,189,72,20.2,Normal weight,Omega-3,Yoga,Do 30 minutes of cardio daily.,Very active
Female,64,165,46,16.9,Underweight,Protein,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Female,48,177,57,18.2,Underweight,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Male,51,165,85,31.2,Obesity,Protein,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Male,56,153,103,44,Obesity,Protein,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Other,20,194,113,30,Obesity,Multivitamin,Yoga,Do 30 minutes of cardio daily.,Lightly active
Male,25,175,97,31.7,Obesity,Vitamin D,Pilates,Do 30 minutes of cardio daily.,Moderately active
Male,40,177,89,28.4,Overweight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Other,31,181,64,19.5,Normal weight,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Other,44,194,68,18.1,Underweight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Other,46,151,105,46.1,Obesity,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Male,56,180,102,31.5,Obesity,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Male,56,152,71,30.7,Obesity,Vitamin D,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Other,18,157,70,28.4,Overweight,Protein,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Female,34,173,51,17,Underweight,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Other,58,164,86,32,Obesity,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Female,47,192,91,24.7,Normal weight,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Very active
Female,30,180,97,29.9,Obesity,Protein,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Other,38,158,103,41.3,Obesity,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Other,36,188,82,23.2,Normal weight,Omega-3,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Other,36,194,113,30,Obesity,Protein,Yoga,Follow a strength training regimen 3 times a week.,Moderately active
Male,42,151,97,42.5,Obesity,Creatine,HIIT,Do 30 minutes of cardio daily.,Moderately active
Female,39,157,59,23.9,Normal weight,Multivitamin,Strength training,Do 30 minutes of cardio daily.,Very active
Male,48,156,70,28.8,Overweight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Male,34,193,92,24.7,Normal weight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Other,40,188,63,17.8,Underweight,Omega-3,Strength training,Do 30 minutes of cardio daily.,Very active
Male,49,191,53,14.5,Underweight,Creatine,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Other,27,165,108,39.7,Obesity,Protein,HIIT,Follow a strength training regimen 3 times a week.,Moderately active
Female,27,184,98,28.9,Overweight,Multivitamin,Yoga,Follow a strength training regimen 3 times a week.,Very active
Other,53,179,95,29.6,Overweight,Creatine,Strength training,Incorporate Pilates exercises into your routine.,Very active
Male,25,159,83,32.8,Obesity,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Lightly active
Male,37,187,48,13.7,Underweight,Vitamin D,Cardio,Incorporate Pilates exercises into your routine.,Sedentary
Other,49,167,47,16.9,Underweight,Vitamin D,Pilates,Practice yoga 3 times a week for flexibility.,Lightly active
Other,31,199,108,27.3,Overweight,Creatine,HIIT,Do 30 minutes of cardio daily.,Moderately active
Male,45,154,73,30.8,Obesity,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Very active
Female,63,178,55,17.4,Underweight,Omega-3,HIIT,Do 30 minutes of cardio daily.,Moderately active
Female,41,188,102,28.9,Overweight,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Other,32,183,119,35.5,Obesity,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,39,192,71,19.3,Normal weight,Multivitamin,Cardio,Follow a strength training regimen 3 times a week.,Sedentary
Male,47,194,65,17.3,Underweight,Omega-3,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Other,21,172,83,28.1,Overweight,Creatine,Strength training,Practice yoga 3 times a week for flexibility.,Lightly active
Male,30,154,90,37.9,Obesity,Vitamin D,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Male,40,179,110,34.3,Obesity,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Moderately active
Female,25,155,80,33.3,Obesity,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Sedentary
Other,35,195,119,31.3,Obesity,Omega-3,Pilates,Follow a strength training regimen 3 times a week.,Very active
Other,29,193,109,29.3,Overweight,Creatine,Pilates,Do 30 minutes of cardio daily.,Lightly active
Female,48,153,107,45.7,Obesity,Omega-3,Yoga,Incorporate Pilates exercises into your routine.,Lightly active
Male,31,178,79,24.9,Obesity,Omega-3,Cardio,Incorporate Pilates exercises into your routine.,Lightly active
Male,51,172,75,25.4,Overweight,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Very active
Male,35,155,72,30,Obesity,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Male,51,181,45,13.7,Underweight,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Very active
Other,28,191,69,18.9,Normal weight,Omega-3,Pilates,Do 30 minutes of cardio daily.,Lightly active
Other,58,167,87,31.2,Obesity,Vitamin D,Yoga,Do 30 minutes of cardio daily.,Sedentary
Female,29,164,111,41.3,Obesity,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Female,32,189,107,30,Obesity,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Sedentary
Other,48,181,95,29,Overweight,Vitamin D,Strength training,Practice yoga 3 times a week for flexibility.,Sedentary
Other,46,158,46,18.4,Underweight,Creatine,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Male,43,186,108,31.2,Obesity,Creatine,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Male,35,159,118,46.7,Obesity,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Female,49,169,113,39.6,Obesity,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Sedentary
Other,39,155,53,22.1,Normal weight,Protein,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Female,55,197,46,11.9,Underweight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Other,34,152,78,33.8,Obesity,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Male,40,191,104,28.5,Overweight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Very active
Female,41,160,105,41,Obesity,Multivitamin,Pilates,Do 30 minutes of cardio daily.,Sedentary
Female,25,192,75,20.3,Normal weight,Omega-3,Yoga,Practice yoga 3 times a week for flexibility.,Moderately active
Other,58,166,54,19.6,Normal weight,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Male,23,181,80,24.4,Normal weight,Creatine,HIIT,Do 30 minutes of cardio daily.,Sedentary
Female,22,153,93,39.7,Obesity,Vitamin D,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Male,61,153,114,48.7,Obesity,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Sedentary
Female,46,166,93,33.7,Obesity,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Lightly active
Male,45,190,47,13,Underweight,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Moderately active
Other,28,168,118,41.8,Obesity,Protein,Pilates,Do HIIT workouts 2-3 times a week.,Very active
Female,18,154,49,20.7,Normal weight,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Lightly active
Female,60,181,105,32.1,Obesity,Protein,HIIT,Incorporate Pilates exercises into your routine.,Lightly active
Male,36,171,70,23.9,Normal weight,Vitamin D,Yoga,Incorporate Pilates exercises into your routine.,Sedentary
Male,26,155,116,48.3,Obesity,Omega-3,Cardio,Do HIIT workouts 2-3 times a week.,Moderately active
Female,44,184,49,14.5,Underweight,Omega-3,Yoga,Do 30 minutes of cardio daily.,Very active
Other,51,171,59,20.2,Normal weight,Protein,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Male,61,150,60,26.7,Overweight,Vitamin D,Pilates,Follow a strength training regimen 3 times a week.,Sedentary
Male,21,169,45,15.8,Underweight,Protein,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Male,53,171,60,20.5,Normal weight,Multivitamin,Cardio,Incorporate Pilates exercises into your routine.,Moderately active
Female,35,197,81,20.9,Normal weight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Very active
Female,32,160,47,18.4,Underweight,Creatine,Yoga,Follow a strength training regimen 3 times a week.,Sedentary
Female,30,162,96,36.6,Obesity,Protein,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Female,36,191,91,24.9,Obesity,Multivitamin,Yoga,Practice yoga 3 times a week for flexibility.,Lightly active
Other,23,152,57,24.7,Normal weight,Omega-3,Pilates,Do 30 minutes of cardio daily.,Very active
Other,29,158,99,39.7,Obesity,Vitamin D,Cardio,Do 30 minutes of cardio daily.,Very active
Female,54,161,65,25.1,Overweight,Omega-3,HIIT,Do 30 minutes of cardio daily.,Very active
Other,34,172,110,37.2,Obesity,Vitamin D,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Male,40,163,98,36.9,Obesity,Vitamin D,Cardio,Do 30 minutes of cardio daily.,Moderately active
Male,43,182,71,21.4,Normal weight,Protein,Pilates,Practice yoga 3 times a week for flexibility.,Sedentary
Male,46,167,82,29.4,Overweight,Protein,Strength training,Practice yoga 3 times a week for flexibility.,Lightly active
Female,50,198,102,26,Overweight,Omega-3,Yoga,Do 30 minutes of cardio daily.,Sedentary
Male,44,190,106,29.4,Overweight,Multivitamin,HIIT,Follow a strength training regimen 3 times a week.,Sedentary
Other,42,158,90,36.1,Obesity,Omega-3,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Female,27,172,55,18.6,Normal weight,Creatine,HIIT,Follow a strength training regimen 3 times a week.,Lightly active
Other,64,159,116,45.9,Obesity,Vitamin D,HIIT,Incorporate Pilates exercises into your routine.,Very active
Male,40,168,52,18.4,Underweight,Vitamin D,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Male,38,196,115,29.9,Obesity,Protein,Cardio,Follow a strength training regimen 3 times a week.,Moderately active
Male,38,154,108,45.5,Obesity,Multivitamin,Cardio,Do 30 minutes of cardio daily.,Lightly active
Female,60,196,65,16.9,Underweight,Protein,HIIT,Incorporate Pilates exercises into your routine.,Very active
Other,30,172,116,39.2,Obesity,Creatine,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Female,54,179,107,33.4,Obesity,Omega-3,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,50,174,108,35.7,Obesity,Omega-3,HIIT,Do 30 minutes of cardio daily.,Sedentary
Male,41,177,64,20.4,Normal weight,Multivitamin,Strength training,Incorporate Pilates exercises into your routine.,Very active
Female,61,183,52,15.5,Underweight,Protein,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,28,194,102,27.1,Overweight,Protein,Cardio,Incorporate Pilates exercises into your routine.,Lightly active
Male,34,197,90,23.2,Normal weight,Creatine,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Female,21,196,75,19.5,Normal weight,Omega-3,Strength training,Do HIIT workouts 2-3 times a week.,Sedentary
Male,64,174,53,17.5,Underweight,Protein,Pilates,Follow a strength training regimen 3 times a week.,Lightly active
Male,42,159,59,23.3,Normal weight,Multivitamin,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Male,47,163,70,26.3,Overweight,Omega-3,Strength training,Follow a strength training regimen 3 times a week.,Moderately active
Male,26,191,54,14.8,Underweight,Creatine,HIIT,Incorporate Pilates exercises into your routine.,Sedentary
Female,38,195,73,19.2,Normal weight,Multivitamin,HIIT,Practice yoga 3 times a week for flexibility.,Lightly active
Male,37,179,80,25,Overweight,Vitamin D,HIIT,Practice yoga 3 times a week for flexibility.,Very active
Male,36,190,81,22.4,Normal weight,Creatine,Yoga,Practice yoga 3 times a week for flexibility.,Very active
Female,36,174,115,38,Obesity,Multivitamin,HIIT,Incorporate Pilates exercises into your routine.,Moderately active
Female,29,163,67,25.2,Overweight,Protein,Strength training,Follow a strength training regimen 3 times a week.,Sedentary
Other,54,184,85,25.1,Overweight,Vitamin D,Yoga,Do HIIT workouts 2-3 times a week.,Moderately active
Female,59,197,72,18.6,Normal weight,Creatine,HIIT,Do 30 minutes of cardio daily.,Sedentary
Female,34,183,92,27.5,Overweight,Protein,Yoga,Do HIIT workouts 2-3 times a week.,Very active
Other,54,159,82,32.4,Obesity,Vitamin D,Strength training,Incorporate Pilates exercises into your routine.,Moderately active
Female,56,184,75,22.2,Normal weight,Omega-3,HIIT,Practice yoga 3 times a week for flexibility.,Moderately active
Female,45,160,58,22.7,Normal weight,Protein,Cardio,Practice yoga 3 times a week for flexibility.,Sedentary
Female,58,160,117,45.7,Obesity,Multivitamin,Strength training,Follow a strength training regimen 3 times a week.,Lightly active
Female,52,170,73,25.3,Overweight,Creatine,Pilates,Incorporate Pilates exercises into your routine.,Sedentary
Other,64,170,95,32.9,Obesity,Vitamin D,Pilates,Do HIIT workouts 2-3 times a week.,Lightly active
Female,35,171,93,31.8,Obesity,Protein,Strength training,Incorporate Pilates exercises into your routine.,Very active
Female,31,194,87,23.1,Normal weight,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Moderately active
Other,52,156,116,47.7,Obesity,Creatine,Strength training,Practice yoga 3 times a week for flexibility.,Moderately active
Male,61,166,49,17.8,Underweight,Creatine,Cardio,Do HIIT workouts 2-3 times a week.,Sedentary
Other,58,151,86,37.7,Obesity,Protein,Strength training,Do 30 minutes of cardio daily.,Sedentary
Male,24,161,51,19.7,Normal weight,Omega-3,HIIT,Practice yoga 3 times a week for flexibility.,Very active
Other,58,191,86,23.6,Normal weight,Vitamin D,HIIT,Do HIIT workouts 2-3 times a week.,Very active
Other,30,167,80,28.7,Overweight,Protein,Yoga,Follow a strength training regimen 3 times a week.,Lightly active
Female,35,160,71,27.7,Overweight,Vitamin D,Pilates,Practice yoga 3 times a week for flexibility.,Very active
Male,54,165,102,37.5,Obesity,Creatine,Pilates,Follow a strength training regimen 3 times a week.,Very active
Female,30,198,90,23,Normal weight,Vitamin D,Strength training,Practice yoga 3 times a week for flexibility.,Very active
Male,53,167,110,39.4,Obesity,Omega-3,Pilates,Incorporate Pilates exercises into your routine.,Very active
Other,48,184,69,20.4,Normal weight,Multivitamin,HIIT,Do HIIT workouts 2-3 times a week.,Lightly active
Other,19,175,117,38.2,Obesity,Omega-3,Cardio,Follow a strength training regimen 3 times a week.,Very active
